Website,Trustworthiness,Avg_Daily_Visitors,Child_Safety,Avg_Daily_Pageviews,Privacy,Facebook_likes,Twitter_mentions,Google_pluses,LinkedIn_mentions,Pinterest_pins,StumbleUpon_views,Traffic_Rank,Reach_Day,Month_Average_Daily_Reach,Daily_Pageviews,Month_Average_Daily_Pageviews,Daily_Pageviews_per_user,Location,Hosted_by,Registrar,subnetwork_count,Status
aib.ie,Excellent,134752.0,Excellent,579438.0,Excellent,4,1,921,1,0,1,7501,0.008448,0.01056,0.000931,0.001075,4.128,Ireland,Allied Irish Banks PLC,IE Domain Registry,1,Safe
rte.ie,Excellent,173484.0,Excellent,579438.0,Excellent,4,186,392,632,0,20200,5253,0.01344,0.014592,0.001056,0.001104,2.976,United States,"CloudFlare, Inc.",IE Domain Registry,5,Safe
daft.ie,Excellent,100883.0,Excellent,928126.0,Excellent,2,1,659,197,0,129,8676,0.007584,0.007958,0.00192,0.001718,9.504,United States,"CloudFlare, Inc.",IE Domain Registry,2,Safe
adverts.ie,Excellent,91338.0,Excellent,876849.0,Excellent,1,186,895,332,0,108,9170,0.007104,0.007469,0.001536,0.00168,8.16,Ireland,Sungard Availability Services (Ireland) Ltd.,IE Domain Registry,2,Safe
365online.com,Excellent,99798.0,Excellent,389211.0,Excellent,1,79,1,877,0,61,9937,0.006876,0.008213,0.000649,0.000713,3.5335,United States,"Defense.Net, Inc",MARKMONITOR INC.,1,Safe
salesforce.com,Excellent,4476065.0,Excellent,90864143.0,Excellent,4,2790,1920,80400,4,1990,129,0.14976,0.33792,0.02976,0.15744,7.488,United States,"Salesforce.com, Inc.",MARKMONITOR INC.,2,Safe
ucd.ie,Excellent,71022.0,Excellent,369317.0,Excellent,4,1,2,76,0,101,11735,0.004584,0.00679,0.000458,0.000984,3.82,United States,Amazon Data Services Ireland Limited,IE Domain Registry,2,Safe
thejournal.ie,Excellent,119753.0,Excellent,251482.0,Excellent,1,67,1400,3290,0,157,10321,0.009455,0.009483,0.000516,0.000477,2.292,Ireland,Amazon Data Services Ireland Limited,IE Domain Registry,4,Safe
google.co.il,Excellent,2568957.0,Excellent,20782865.0,Excellent,164,4,87700,457,0,319,290,0.20352,0.203712,0.040128,0.037037,7.4304,United States,Google Inc.,Israel Internet Association ISOC-IL,1,Safe
ynet.co.il,Excellent,572184.0,Excellent,1876764.0,Excellent,110,16,7200,257,0,8,1773,0.04128,0.04512,0.003178,0.003386,2.88,United States,"Akamai Technologies, Inc.",Domain The Net Technologies Ltd,1,Safe
walla.co.il,Excellent,329170.0,Excellent,1020426.0,Excellent,1,75,10700,222,1,295,3347,0.02496,0.025824,0.001872,0.001882,2.784,United States,"Akamai Technologies, Inc.",Israel Internet Association ISOC-IL,1,Safe
panet.co.il,Excellent,168420.0,Good,574310.0,Excellent,12,3240,504,8,0,397,1542,0.01248,0.01344,0.001056,0.001133,3.168,Israel,Elron Technologies,LiveDns Ltd,1,Safe
mako.co.il,Excellent,218998.0,Excellent,630715.0,Excellent,92,81,3420,46,0,13,4854,0.01536,0.01776,0.000989,0.00119,2.4,United States,"Akamai Technologies, Inc.",Domain The Net Technologies Ltd,1,Safe
yad2.co.il,Excellent,128194.0,Excellent,1512693.0,Excellent,3,1,1010,24,0,1,6533,0.0096,0.01008,0.00337,0.002919,13.44,United States,CDNetworks Inc.,LiveDns Ltd,2,Safe
zap.co.il,Excellent,107195.0,Excellent,687121.0,Excellent,1,1039,1730,25,0,15,8352,0.008544,0.008899,0.001584,0.001373,7.008,Israel,ZAP-ISRAEL-LTD-LTD-LAN,Domain The Net Technologies Ltd,1,Safe
bankhapoalim.co.il,Excellent,106366.0,Excellent,472267.0,Excellent,34,13,165,255,0,162,9585,0.00528,0.00839,0.000634,0.000884,4.608,Israel,Bezeq International-Ltd,Israel Internet Association ISOC-IL,1,Safe
newsru.co.il,Excellent,135574.0,Excellent,635844.0,Excellent,34,11500,590,4,0,20,7359,0.01056,0.011136,0.001267,0.001258,4.32,United States,"tw telecom holdings, inc.",Israel Internet Association ISOC-IL,1,Safe
bankleumi.co.il,Good,80879.0,Unknown,581521.0,Good,34,9,9195,2,0,307,10348,0.007067,0.006647,0.001261,0.001127,6.876,Israel,Bank Leumi Le Israel,Israel Internet Association ISOC-IL,1,Safe
sekindo.com,Unsatisfactory,174421.0,Unsatisfactory,230237.0,Unsatisfactory,34,1039,18,255,0,8,9176,0.01056,0.012288,0.000336,0.000381,1.152,United States,Cloud Web Manage,"DYNAMIC NETWORK SERVICES, INC",1,Safe
haaretz.co.il,Excellent,133322.0,Excellent,386633.0,Excellent,9,15,9830,24,1,53,8898,0.008832,0.010368,0.000576,0.000712,2.496,United States,"Akamai Technologies, Inc.",Israel Internet Association ISOC-IL,1,Safe
sport5.co.il,Excellent,96794.0,Excellent,236179.0,Excellent,56,2,487,255,1,52,11928,0.007831,0.007946,0.000468,0.000479,2.1965,Israel,BARAK-11,Domain The Net Technologies Ltd,1,Safe
one.co.il,Excellent,91394.0,Excellent,219345.0,Excellent,34,313,515,7,1,45,12953,0.008022,0.007277,0.000487,0.000423,2.292,Israel,012 Smile Communications LTD.,Israel Internet Association ISOC-IL,2,Safe
themarker.com,Excellent,101292.0,Excellent,212714.0,Excellent,4,1039,953,170,3,8,12906,0.00573,0.007802,0.000306,0.000388,2.0055,United States,"Akamai Technologies, Inc.",PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,1,Safe
calcalist.co.il,Excellent,106445.0,Excellent,208633.0,Excellent,11,1,207,264,0,307,12384,0.006876,0.008251,0.000325,0.00038,1.8145,United States,"Akamai Technologies, Inc.",Domain The Net Technologies Ltd,1,Safe
9tv.co.il,Excellent,115350.0,Good,357584.0,Excellent,2,15800,2400,29,0,307,9725,0.007736,0.009741,0.000497,0.000732,2.674,Israel,Broadnet Communications Ltd.,Domain The Net Technologies Ltd,1,Safe
globes.co.il,Excellent,84467.0,Excellent,208633.0,Excellent,826,20,2310,108,0,42,13630,0.005062,0.006704,0.000296,0.000383,2.1965,Israel,Globes publisher Ltd.,Israel Internet Association ISOC-IL,1,Safe
mignews.com,Excellent,83899.0,Excellent,318816.0,Excellent,1420,4940,153,5,0,17,11590,0.006685,0.007038,0.000659,0.000606,3.82,Israel,GOLDENLINES-NET-WEBHOSTING,"REGISTER.COM, INC.",1,Safe
nana10.co.il,Excellent,79916.0,Excellent,167825.0,Excellent,66,7,1090,6,0,12,14357,0.006208,0.006484,0.000315,0.000321,1.91,Israel,Nana10-LAN,Domain The Net Technologies Ltd,1,Safe
google.it,Excellent,20084279.0,Excellent,171318907.0,Excellent,2340,69,619000,2280,0,3560,33,1.5648,1.60224,0.298848,0.312384,7.1712,United States,Google Inc.,IT-Nic,1,Safe
amazon.it,Excellent,2963152.0,Excellent,26905427.0,Excellent,24,30,15700,977,0,32,227,0.2544,0.2304,0.0528,0.04896,8.8896,Ireland,Amazon Data Services Ireland,IT-Nic,1,Safe
repubblica.it,Excellent,2287539.0,Excellent,7640382.0,Excellent,2680,3,909000,1760,3,2670,406,0.15552,0.17568,0.013152,0.013978,3.1872,United States,"Akamai Technologies, Inc.",IT-Nic,1,Safe
ebay.it,Excellent,1576951.0,Excellent,15075653.0,Excellent,54,1,6450,742,0,236,418,0.1248,0.12768,0.031296,0.030019,9.4464,United States,"Akamai Technologies, Inc.",IT-Nic,1,Safe
libero.it,Excellent,1663061.0,Good,6768660.0,Excellent,247,1,26300,717,0,139,507,0.12192,0.13056,0.012,0.012288,3.744,Italy,Virtual interfaces,IT-Nic,1,Safe
subito.it,Excellent,917390.0,Excellent,11742601.0,Excellent,17,63,18300,417,0,41,669,0.072,0.074976,0.024864,0.022992,13.44,United States,"Akamai Technologies, Inc.",IT-Nic,1,Safe
corriere.it,Excellent,1398335.0,Excellent,4404756.0,Excellent,1370,69,256000,2070,1,813,641,0.08832,0.10944,0.006643,0.008456,2.88,Netherlands,Microsoft Corporation,IT-Nic,1,Safe
gazzetta.it,Excellent,1013966.0,Excellent,3589441.0,Excellent,62,69,382000,203,5,380,948,0.0816,0.07776,0.007238,0.006691,3.36,Netherlands,Microsoft Corporation,IT-Nic,1,Safe
tim.it,Excellent,802427.0,Excellent,2968980.0,Excellent,1,3,168000,26,0,3,1074,0.05952,0.06528,0.005846,0.005837,3.744,Italy,Servizi Corporate - TIIT,IT-Nic,1,Safe
mediaset.it,Excellent,948041.0,Excellent,3261263.0,Excellent,1600,25,907,51,0,12,1019,0.06912,0.070752,0.006106,0.00576,3.36,Italy,VIDEOTIME SPA,IT-Nic,1,Safe
poste.it,Excellent,613424.0,Excellent,3625335.0,Excellent,24,31,1200,48,0,35,1162,0.0432,0.049824,0.006058,0.006797,5.28,Italy,CED POSTECOM RM-EST,IT-Nic,7,Safe
cb01.uno,Good,692428.0,Unsatisfactory,2984364.0,Good,24,69,5330,4,0,250,1764,0.04608,0.055008,0.00385,0.005357,3.456,United States,"CloudFlare, Inc.",Unknown,2,Risky
altervista.org,Good,854062.0,Good,2579269.0,Good,24,69,17600,16,0,1,1011,0.06816,0.069888,0.005069,0.005069,2.784,Germany,Hetzner Online GmbH,Public Interest Registry,1,Safe
ilfattoquotidiano.it,Excellent,789637.0,Excellent,2076748.0,Excellent,15,7,455000,454,0,87,1297,0.06144,0.06096,0.003667,0.003696,2.592,Italy,Level IP Italia S.r.l,IT-Nic,1,Safe
caffeinamagazine.it,Unknown,39212.0,Excellent,66660.0,Unknown,3,69,194,424,0,250,1670,0.002976,0.002784,0.000134,0.000113,1.728,Ireland,Amazon Technologies Inc.,IT-Nic,1,Safe
dagospia.com,Excellent,187164.0,Poor,748654.0,Excellent,460,68,1120,66,0,211,1372,0.0144,0.0144,0.001056,0.001363,2.784,United States,"Akamai Technologies, Inc.",REGISTER.IT SPA,2,Safe
amaporn.com,Unsatisfactory,70030.0,Very poor,490214.0,Unsatisfactory,1,29,11600,424,0,264,1652,0.005376,0.005405,0.000893,0.001104,6.24,France,OVH SAS,"GODADDY.COM, LLC",1,Safe
mymovies.it,Excellent,200303.0,Excellent,640971.0,Excellent,3,22,3190,23,0,44,1364,0.0192,0.017664,0.00144,0.001296,2.784,Italy,INTERNET BOOKSHOP ITALIA public subnet,IT-Nic,4,Safe
virgilio.it,Excellent,656944.0,Excellent,2056236.0,Excellent,203,1,4019,92,0,23,1633,0.04704,0.047136,0.003514,0.00359,2.784,Italy,Virtual interfaces,IT-Nic,1,Safe
ilmeteo.it,Excellent,632584.0,Excellent,1353732.0,Excellent,24,3,68200,237,0,149,1972,0.06048,0.054144,0.003302,0.002746,2.016,Unknown,Unknown,IT-Nic,1,Risky
unicredit.it,Excellent,395978.0,Excellent,4276563.0,Excellent,24,69,5790,122,0,250,1792,0.03744,0.032352,0.009091,0.008505,10.56,Italy,network UGIS 1 - VR 1  (ex Bipop),IT-Nic,1,Safe
ansa.it,Excellent,589590.0,Excellent,1456287.0,Excellent,23,499,20900,272,0,119,1815,0.04128,0.045792,0.002496,0.00265,2.304,Italy,European International Press Agency,IT-Nic,1,Safe
tripadvisor.it,Excellent,451668.0,Excellent,1743443.0,Excellent,24,4,291,1160,0,89,2041,0.0384,0.038016,0.003696,0.003677,3.648,United States,"Akamai Technologies, Inc.",IT-Nic,1,Safe
sky.it,Excellent,472662.0,Excellent,1389626.0,Excellent,196,69,1870,74,0,3,2173,0.03936,0.039072,0.003619,0.00287,3.456,Italy,Sky Italia srl,IT-Nic,4,Safe
caribbeanjobs.com,Good,11740.0,Excellent,73965.0,Good,2,84,21,10,0,94,25585,0.000955,0.000936,0.000134,0.000132,6.0165,United States,"Akamai Technologies, Inc.","GODADDY.COM, LLC",1,Safe
ncbelink.com,Unknown,7661.0,Unknown,42905.0,Unknown,2,1,825,124,0,166,107662,0.000728,0.000501,8.2e-05,6.4e-05,4.6305,United States,"NeuStar, Inc.","NETWORK SOLUTIONS, LLC.",1,Risky
jamaicaobserver.com,Excellent,33267.0,Excellent,76516.0,Excellent,11,462,978,2440,0,162,33460,0.002579,0.002321,0.000162,0.000128,2.3875,United States,Incapsula Inc,"NETWORK SOLUTIONS, LLC.",1,Safe
jamaica-gleaner.com,Excellent,28055.0,Excellent,56111.0,Excellent,5,1290,197,36,0,45,46732,0.002101,0.001843,0.000134,8.9e-05,2.292,United States,Peer 1 Dedicated Hosting,"NETWORK SOLUTIONS, LLC.",1,Safe
jncb.com,Good,4206.0,Excellent,5047.0,Good,2,26,638,5,0,69,182439,0.000331,0.000321,9e-06,1.2e-05,1.0395,United States,"NeuStar, Inc.","NETWORK SOLUTIONS, LLC.",1,Safe
ncu.edu.jm,Unknown,2467.0,Unknown,11105.0,Unknown,2,5,427,124,0,1,241611,0.000208,0.000217,2.6e-05,2.2e-05,5.0085,Unknown,Unknown,Unknown,1,Risky
mediawhirl.net,Unknown,3441691.0,Unknown,4061196.0,Unknown,2,140,825,124,0,166,407,0.18336,0.291456,0.005414,0.007804,1.248,United States,"CloudFlare, Inc.","ENOM, INC.",2,Risky
yahoo.co.jp,Excellent,22267602.0,Excellent,185266451.0,Excellent,19,413,167000,417,1,540,29,1.7472,1.73376,0.35136,0.351456,7.5936,Japan,Yahoo Japan Corporation,Japan Registry Services,1,Safe
amazon.co.jp,Excellent,13476767.0,Excellent,121425673.0,Excellent,1,10700000,16100,2210,0,16,58,1.152,1.0656,0.27168,0.235584,8.8896,United States,"Amazon.com, Inc.",Japan Registry Services,1,Safe
fc2.com,Good,9213219.0,Good,39432577.0,Good,26,52500,395,22,0,67,94,0.86016,0.67392,0.09696,0.068179,4.2432,United States,Amazon Technologies Inc.,TUCOWS DOMAINS INC.,2,Safe
rakuten.co.jp,Good,6165299.0,Good,47534459.0,Good,47,1210,102000,195,0,18,114,0.47712,0.4992,0.09696,0.089165,7.6704,United States,"Akamai Technologies, Inc.",Japan Registry Services,1,Safe
nicovideo.jp,Excellent,4419057.0,Excellent,54354397.0,Excellent,1370,2,3110,100,0,1610,143,0.2496,0.39168,0.075552,0.118464,11.52,Japan,"DWANGO Co., Ltd.",Japan Registry Services,1,Safe
ameblo.jp,Excellent,4155264.0,Excellent,12050267.0,Excellent,6,38000,4610,46,0,3,245,0.3168,0.29376,0.021408,0.020352,2.592,Japan,"CYBER AGENT, LTD.",Japan Registry Services,1,Safe
kakaku.com,Excellent,2442988.0,Excellent,15024375.0,Excellent,61,11800,5310,35,0,28,294,0.192,0.20256,0.027168,0.031354,5.28,Japan,"kakaku.com, Inc.","GMO INTERNET, INC. DBA ONAMAE.COM",1,Safe
livedoor.jp,Good,3551130.0,Good,12357933.0,Good,30,1210,892,221,0,131,212,0.1056,0.3024,0.009149,0.024768,3.552,Japan,LINE Corporation,Japan Registry Services,1,Safe
2ch.net,Good,2161708.0,Poor,13229654.0,Good,4,1310000,1060,11,0,195,366,0.1824,0.1776,0.027936,0.02592,5.664,United States,"CloudFlare, Inc.",TUCOWS DOMAINS INC.,2,Safe
naver.jp,Excellent,3088317.0,Excellent,5435439.0,Excellent,26,2,812,13,0,493,324,0.1536,0.24576,0.0072,0.01008,1.728,Japan,LINE Corporation,Japan Registry Services,1,Safe
hatena.ne.jp,Excellent,2942165.0,Excellent,7178882.0,Excellent,3,1210,164,8,0,5,356,0.1632,0.21312,0.01104,0.012096,2.496,Japan,"Hatena Co.,Ltd.",Japan Registry Services,1,Safe
goo.ne.jp,Excellent,3463260.0,Excellent,6614827.0,Excellent,26,197,531,146,0,1,352,0.2304,0.22368,0.011136,0.010272,1.824,Japan,NTT Resonant Incorporated,Japan Registry Services,1,Safe
hatenablog.com,Good,2300415.0,Excellent,4163751.0,Good,1,3170,339,36,0,1,356,0.2208,0.2256,0.009024,0.009274,1.728,Japan,Amazon Data Services Japan,IP MIRROR PTE LTD. DBA IP MIRROR,1,Safe
livedoor.com,Excellent,1678943.0,Good,12306656.0,Excellent,30,10,890,106,0,34,444,0.1152,0.13632,0.01968,0.025152,6.528,Japan,LINE Corporation,1 API GMBH,1,Safe
chatwork.com,Unknown,1699320.0,Unknown,8768492.0,Unknown,26,36,966,20,0,55,470,0.096,0.1392,0.009792,0.016128,4.224,Japan,Amazon Data Services Japan,"ENOM, INC.",8,Risky
qiita.com,Good,1590432.0,Excellent,5948217.0,Good,28,1670,734,36,0,1,441,0.04608,0.13824,0.004128,0.012096,3.84,Japan,"Amazon.com, Inc.","GMO INTERNET, INC. DBA ONAMAE.COM",4,Safe
weblio.jp,Excellent,1832324.0,Excellent,6871215.0,Excellent,1,1210,102,7,0,1,434,0.1344,0.13152,0.011808,0.011328,3.264,Japan,WEBLIO Inc.,Japan Registry Services,1,Safe
tabelog.com,Excellent,1450882.0,Excellent,7486548.0,Excellent,26,4740,338,7,0,17,553,0.1056,0.11424,0.014112,0.0144,5.184,Japan,"kakaku.com,Inc","GMO INTERNET, INC. DBA ONAMAE.COM",1,Safe
buyma.com,Unknown,938168.0,Unsatisfactory,29177030.0,Unknown,26,45,289,12,0,1,615,0.0768,0.0744,0.056064,0.054806,27.84,Japan,"Enigmo, Inc.","JAPAN REGISTRY SERVICES CO., LTD.",1,Safe
dmm.co.jp,Excellent,1518012.0,Very poor,13024544.0,Excellent,2,4220,130,3,0,131,578,0.0816,0.09696,0.018336,0.020064,8.448,Japan,"DooGA Co., Ltd.",Japan Registry Services,1,Safe
japanpost.jp,Excellent,1264055.0,Excellent,5435439.0,Excellent,26,41,17,2,0,131,640,0.08544,0.09792,0.00912,0.010176,4.032,United States,"Limelight Networks, Inc.",Japan Registry Services,2,Safe
nikkei.com,Excellent,1435450.0,Excellent,4507312.0,Excellent,46,15,135,65,0,6,644,0.1152,0.1104,0.009034,0.008237,3.264,Japan,Amazon Data Services Japan,"JAPAN REGISTRY SERVICES CO., LTD.",2,Safe
sakura.ne.jp,Good,1295617.0,Unsatisfactory,3886852.0,Good,3,375,46,3,0,1,681,0.09408,0.1056,0.006912,0.007632,2.784,Japan,SAKURA Internet Inc.,Japan Registry Services,1,Safe
blog.jp,Good,1451950.0,Unknown,4050941.0,Good,171,299,52,221,0,131,674,0.07104,0.09024,0.005184,0.005962,2.784,Japan,LINE Corporation,Japan Registry Services,1,Safe
google.je,Excellent,40655.0,Excellent,272397.0,Excellent,6,247,89,2,0,92,20941,0.003247,0.003438,0.000411,0.000636,5.348,United States,Google Inc.,MarkMonitor Inc.,1,Safe
jerseyeveningpost.com,Good,5517.0,Excellent,23723.0,Good,6,77,238,2,0,1,131172,0.000756,0.000567,7.3e-05,4.6e-05,3.78,United Kingdom,The Midland News Association Limited,TUCOWS DOMAINS INC.,1,Safe
un.org,Excellent,570728.0,Excellent,1666525.0,Excellent,10,366,4110000,468,0,35000,1865,0.0336,0.044736,0.0024,0.002928,2.592,United States,United Nations,Public Interest Registry,2,Safe
deviantart.com,Excellent,4128056.0,Excellent,31951155.0,Excellent,51600,22,52700,695,429,472000,163,0.35328,0.34032,0.074976,0.063053,7.9776,United States,"Amazon.com, Inc.","NAME.COM, INC.",8,Safe
gov.je,Good,6940.0,Unknown,11105.0,Good,6,247,4,75,0,1,122681,0.000662,0.000567,1.9e-05,2.7e-05,0.945,United Kingdom,statesofjersey,States of Jersey,1,Safe
spankbang.com,Excellent,2860289.0,Very poor,24741506.0,Excellent,6,19300,51,1,0,185,280,0.20928,0.20736,0.040032,0.042278,8.1696,United States,"CloudFlare, Inc.","ENOM, INC.",2,Safe
jtinsight.com,Good,3950.0,Excellent,9085.0,Good,6,247,2,7,0,595,121373,0.000473,0.000293,9e-06,2.8e-05,0.945,Jersey,ISDMZ-JYIB79004,TUCOWS DOMAINS INC.,1,Safe
hsbc.co.uk,Excellent,442533.0,Excellent,4199646.0,Excellent,6,43,1500,81,0,30,1600,0.0288,0.03696,0.005789,0.00828,7.488,United Kingdom,HSBC Bank plc,Nominet UK,1,Safe
google.cf,Excellent,27934.0,Excellent,117324.0,Excellent,2,247,2,840,0,595,68237,0.002388,0.001624,0.000344,0.000141,6.0165,United States,Google Inc.,SOCATEL,1,Safe
redd.it,Excellent,5064467.0,Excellent,8204436.0,Excellent,17,3,184000,6390,0,595,277,0.46944,0.404352,0.01632,0.015917,1.488,United States,Fastly,IT-Nic,1,Safe
4chan.org,Excellent,3502269.0,Very poor,31520422.0,Excellent,30,352,2730,118,0,68100,218,0.34272,0.273408,0.075456,0.05807,8.2944,United States,"CloudFlare, Inc.",Public Interest Registry,5,Safe
investec.com,Unknown,13533.0,Unknown,66313.0,Unknown,6,247,2,840,0,1,58795,0.000764,0.001146,8.3e-05,0.000136,3.82,United States,"CloudFlare, Inc.","CSC CORPORATE DOMAINS, INC.",1,Risky
itv.com,Excellent,330366.0,Excellent,835827.0,Excellent,6,7,4150,664,0,798,3154,0.02592,0.027936,0.00192,0.001574,2.784,United States,"Akamai Technologies, Inc.","CSC CORPORATE DOMAINS, INC.",1,Safe
movie-forum.co,Good,3028.0,Excellent,48457.0,Good,6,247,3,840,0,595,146178,0.000189,0.000255,7e-05,8.6e-05,18.9,Ukraine,BlazingFast LLC,".CO Internet, S.A.S.",1,Safe
lightrabbit.co.uk,Poor,1329.0,Unknown,39876.0,Poor,6,247,305,2,0,595,186786,0.000284,0.00017,0.000217,9.2e-05,37.8,Ireland,"Amazon.com, Inc.",Nominet UK,1,Safe
vidics.to,Unknown,23250.0,Unknown,199962.0,Unknown,3,247,16850,840,0,595,70931,0.00191,0.00191,0.000392,0.000392,7.7355,United States,Grupo Panaglobal 15 S.A,Unknown,2,Risky
yourporn.sexy,Good,485642.0,Very poor,3579185.0,Good,6,11,8,840,0,24,2227,0.03456,0.035328,0.005482,0.006343,6.816,France,OVH SAS,Unknown,1,Risky
google.jo,Excellent,480886.0,Excellent,2938213.0,Excellent,97,67,662,166,0,145,1638,0.03936,0.038304,0.006614,0.0058,6.3168,United States,Google Inc.,Unknown,1,Risky
garaanews.com,Unknown,11896.0,Unknown,29741.0,Unknown,12,16,8,2,0,1,2350,0.001056,0.001056,6e-05,5.5e-05,2.4,United States,"CloudFlare, Inc.","ENOM, INC.",2,Risky
alwakeelnews.com,Unknown,18933.0,Unknown,49226.0,Unknown,1,2,33,6,0,1,1990,0.001824,0.001651,0.000106,9.7e-05,2.496,France,OVH SAS,"NAME.COM, INC.",4,Risky
sarayanews.com,Good,32197.0,Excellent,138449.0,Good,38,1,1230,205,0,4,2833,0.003168,0.002534,0.000307,0.000235,3.84,United States,Unix10.com,"WILD WEST DOMAINS, LLC",1,Safe
ammonnews.net,Excellent,39699.0,Excellent,123066.0,Excellent,174,16,144,35,0,1,5069,0.003264,0.00313,0.000211,0.00021,2.4,France,OVH SAS,"GODADDY.COM, LLC",3,Safe
alkawnnews.com,Unknown,9115.0,Unknown,32818.0,Unknown,2,96,1,10,0,1,7525,0.000413,0.000538,5.4e-05,4.7e-05,4.896,United States,"Digital Ocean, Inc.","GODADDY.COM, LLC",1,Risky
royanews.tv,Good,7225.0,Excellent,15896.0,Good,1260,2050,16,10,0,1,9487,0.000893,0.000624,4.3e-05,3.1e-05,1.92,United States,"CloudFlare, Inc.","GODADDY.COM, LLC",2,Safe
sawaleif.com,Good,15138.0,Excellent,31791.0,Good,2,222,27,10,0,1,8730,0.001632,0.001152,7.7e-05,6.1e-05,1.824,France,OVH SAS,"GODADDY.COM, LLC",1,Safe
rumonline.net,Unsatisfactory,6943.0,Poor,24995.0,Unsatisfactory,2,6,15,1,0,1,17582,0.000592,0.000506,5.7e-05,4.6e-05,3.7245,France,OVH SAS,"WILD WEST DOMAINS, LLC",1,Safe
jo24.net,Unknown,4832.0,Unknown,9181.0,Unknown,2,1650,180,11,0,1,22205,0.000688,0.000411,3.4e-05,2e-05,2.101,Unknown,Unknown,"GODADDY.COM, LLC",1,Risky
gerasanews.com,Unknown,9291.0,Unknown,26015.0,Unknown,1,18,291,6,0,1,18172,0.000688,0.000688,5.2e-05,4.4e-05,2.865,France,OVH SAS,"GODADDY.COM, LLC",1,Risky
jfranews.com.jo,Unknown,112309.5,Unknown,292282.5,Unknown,2,1,8,1,0,1,115876,0.000624,0.000444,5.2e-05,4.1e-05,3.591,United States,Unix10.com,Unknown,1,Risky
jawabkom.com,Poor,34185.0,Excellent,51277.0,Poor,2,67,35,12,0,1,4004,0.002784,0.0027069999999999,0.000106,9.6e-05,1.4400000000000002,Germany,Hetzner Online GmbH,"GODADDY.COM, LLC",1,Safe
assawsana.com,Excellent,12602.0,Excellent,21424.0,Excellent,2,5,26,10,0,1,17651,0.000936,0.001051,3.7e-05,4.1e-05,1.91,United States,Uvix10.com,"WILD WEST DOMAINS, LLC",1,Safe
factjo.com,Unknown,2550.0,Unknown,6631.0,Unknown,2,30,16,10,0,1,38526,0.000287,0.000191,1.3e-05,1.1e-05,1.91,United States,XLHost.com Inc,"REGISTER.COM, INC.",1,Risky
arabiaweather.com,Good,26988.0,Excellent,51277.0,Good,669,1,202,191,0,1,6923,0.001632,0.002717,6e-05,0.000113,1.536,Netherlands,"Digital Ocean, Inc.","GODADDY.COM, LLC",1,Safe
opensooq.com,Unknown,391529.0,Unknown,3179219.0,Unknown,2,2400,6460,343,0,1,2054,0.03072,0.0297599999999999,0.006826,0.005798,8.352,Ireland,Amazon Data Services Ireland Limited,"NAME.COM, INC.",1,Risky
alquds.com,Good,10795.0,Excellent,20510.0,Good,27,1130,95,2,0,29,2604,0.000883,0.001152,4.4e-05,4.3e-05,1.824,United States,Google Inc.,"NETWORK SOLUTIONS, LLC.",1,Safe
sarahanews.net,Unknown,510.0,Unknown,510.0,Unknown,2,67,202,10,0,1,50714,6.7e-05,4.1e-05,2e-06,1e-06,0.955,United States,Unified Layer,"FASTDOMAIN, INC.",1,Risky
raialyoum.com,Good,82899.0,Excellent,348176.0,Good,53,29,29,8,0,1,5880,0.006144,0.006442,0.000518,0.000651,3.168,United States,Sucuri,"GODADDY.COM, LLC",1,Safe
layalina.com,Unknown,73327.0,Unknown,146653.0,Unknown,42,17,416000,10,0,1,3097,0.007392,0.005174,0.000374,0.000242,2.016,United States,"CloudFlare, Inc.","GODADDY.COM, LLC",5,Risky
awa2el.net,Unknown,4324.0,Unknown,19894.0,Unknown,300,2,15,9,0,1,35762,0.000382,0.000372,5.8e-05,4e-05,6.0165,United States,"CloudFlare, Inc.","GODADDY.COM, LLC",2,Risky
aljaras.com,Unknown,44318.0,Very poor,124092.0,Unknown,2,2350,2000,9,0,37,3499,0.004128,0.003168,0.000269,0.000217,2.688,United States,"CloudFlare, Inc.","GODADDY.COM, LLC",2,Safe
jordanzad.com,Good,10074.0,Good,40298.0,Good,2,38,16,1,0,1,34401,0.000831,0.000735,0.000105,6.1e-05,4.6795,Denmark,OVH SAS,"GODADDY.COM, LLC",1,Safe
sedty.com,Unknown,94863.0,Unknown,132809.0,Unknown,2,33,24,2,0,1,2050,0.006144,0.007392,0.000202,0.000244,1.248,United States,"CloudFlare, Inc.","GODADDY.COM, LLC",2,Risky
n4hr.com,Unknown,69590.0,Unknown,97428.0,Unknown,205,153,20,2,0,1,3848,0.005184,0.005904,0.000182,0.000204,1.344,United States,"CloudFlare, Inc.","ENOM, INC.",2,Risky
google.kz,Excellent,2043366.0,Excellent,12178461.0,Excellent,8,23,119,6,0,5,389,0.1632,0.16368,0.022752,0.021667,5.2416,United States,Google Inc.,KAZNIC,1,Safe
nur.kz,Excellent,421699.0,Excellent,1733187.0,Excellent,0,23,260,5,0,0,478,0.03744,0.032352,0.0034659999999999,0.00312,3.4560000000000004,Kazakhstan,Internet Portal Nur,ICPS,1,Safe
yandex.kz,Excellent,975603.0,Excellent,3395099.0,Excellent,0,23,16,4,0,1,1080,0.073824,0.0768,0.006125,0.006231,3.1296,Russian Federation,Yandex enterprise network,HOSTER.KZ,4,Safe
